From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Subcellular location [CC]	Gene Ontology (cellular component)
Q6UXD5	Q6UXD5	reviewed	SE6L2_HUMAN	Seizure 6-like protein 2	SEZ6L2 PSK UNQ1903/PRO4349	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:16863507}; Single-pass type I membrane protein {ECO:0000269|PubMed:16863507}. Endoplasmic reticulum membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Note=Detected on cell surface of lung-cancer.	endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]
Q7Z5A7	Q7Z5A7	reviewed	TAFA5_HUMAN	Chemokine-like protein TAFA-5	TAFA5 FAM19A5 UNQ5208/PRO34524	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:15028294, ECO:0000269|PubMed:29453251}.	cytoplasm [GO:0005737]; extracellular space [GO:0005615]
Q7Z5R6	Q7Z5R6	reviewed	AB1IP_HUMAN	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 73) (Rap1-GTP-interacting adapter molecule) (RIAM) (Retinoic acid-responsive proline-rich protein 1) (RARP-1)	APBB1IP PREL1 RARP1 RIAM	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cell projection, lamellipodium {ECO:0000250}. Cell junction, focal adhesion {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Colocalizes with ENA/VASP proteins at lamellipodia tips and focal adhesions, and F-actin at the leading edge. At the membrane surface, associates, via the PH domain, preferentially with the inositol phosphates, PtdIns(5)P and PtdIns(3)P. This binding appears to be necessary for the efficient interaction of the RA domain to Ras-GTPases (By similarity). {ECO:0000250}.	cytoskeleton [GO:0005856]; cytosol [GO:0005829]; focal adhesion [GO:0005925]; lamellipodium [GO:0030027]; plasma membrane [GO:0005886]; T cell receptor complex [GO:0042101]
Q86SJ2	Q86SJ2	reviewed	AMGO2_HUMAN	Amphoterin-induced protein 2 (AMIGO-2) (Alivin-1) (Differentially expressed in gastric adenocarcinomas) (DEGA)	AMIGO2 ALI1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Nucleus {ECO:0000250}. Note=Associated with nucleus as well as plasma membrane. Restricted to somata of cerebellar as well as hippocampal neurons (By similarity). {ECO:0000250}.	membrane [GO:0016020]; nucleus [GO:0005634]; plasma membrane [GO:0005886]
Q8N5S9	Q8N5S9	reviewed	KKCC1_HUMAN	Calcium/calmodulin-dependent protein kinase kinase 1 (CaM-KK 1) (CaM-kinase kinase 1) (CaMKK 1) (EC 2.7.11.17) (CaM-kinase IV kinase) (Calcium/calmodulin-dependent protein kinase kinase alpha) (CaM-KK alpha) (CaM-kinase kinase alpha) (CaMKK alpha)	CAMKK1 CAMKKA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.	cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]
Q8TD06	Q8TD06	reviewed	AGR3_HUMAN	Anterior gradient protein 3 (AG-3) (AG3) (hAG-3) (Anterior gradient 3 homolog) (Breast cancer membrane protein 11) (Protein disulfide isomerase family A, member 18)	AGR3 BCMP11 PDIA18 UNQ642/PRO1272	Homo sapiens (Human)	SUBCELLULAR LOCATION: Endoplasmic reticulum {ECO:0000269|PubMed:18086916, ECO:0000269|PubMed:25751668}. Note=Found in the cytoplasm, which could include the endoplasmic reticulum. {ECO:0000305|PubMed:26170690}.	endoplasmic reticulum [GO:0005783]; intracellular membrane-bounded organelle [GO:0043231]
Q8WYN0	Q8WYN0	reviewed	ATG4A_HUMAN	Cysteine protease ATG4A (EC 3.4.22.-) (AUT-like 2 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 2) (Autophagin-2) (Autophagy-related protein 4 homolog A) (HsAPG4A) (hAPG4A)	ATG4A APG4A AUTL2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q8BGE6}.	cytoplasm [GO:0005737]
Q92982	Q92982	reviewed	NINJ1_HUMAN	Ninjurin-1 (Nerve injury-induced protein 1) [Cleaved into: Secreted ninjurin-1 (Soluble ninjurin-1)]	NINJ1	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Ninjurin-1]: Cell membrane {ECO:0000250|UniProtKB:O70131}; Multi-pass membrane protein {ECO:0000255}. Synaptic cell membrane {ECO:0000250|UniProtKB:O70131}; Multi-pass membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Secreted ninjurin-1]: Secreted {ECO:0000305|PubMed:32883094}.	extracellular region [GO:0005576]; synaptic membrane [GO:0097060]
Q96I82	Q96I82	reviewed	KAZD1_HUMAN	Kazal-type serine protease inhibitor domain-containing protein 1	KAZALD1 FKSG28 FKSG40 UNQ2945/PRO21184	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000250}.	extracellular region [GO:0005576]; interstitial matrix [GO:0005614]
Q96PQ0	Q96PQ0	reviewed	SORC2_HUMAN	VPS10 domain-containing receptor SorCS2 [Cleaved into: SorCS2 122 kDa chain; SorCS2 104 kDa chain; SorCS2 18 kDa chain]	SORCS2 KIAA1329	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:22155786, ECO:0000269|PubMed:24908487}; Single-pass type I membrane protein {ECO:0000269|PubMed:24908487}. Cell projection {ECO:0000250|UniProtKB:Q9EPR5}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:24908487}; Single-pass type I membrane protein {ECO:0000269|PubMed:24908487}. Early endosome membrane {ECO:0000250|UniProtKB:Q9EPR5}. Recycling endosome membrane {ECO:0000250|UniProtKB:Q9EPR5}. Synapse, synaptosome {ECO:0000250|UniProtKB:Q9EPR5}. Perikaryon {ECO:0000269|PubMed:28469074}. Cell projection, dendrite {ECO:0000269|PubMed:28469074}. Cell projection, dendritic spine {ECO:0000250|UniProtKB:Q9EPR5}. Postsynaptic density membrane {ECO:0000250|UniProtKB:Q9EPR5}.	cytosol [GO:0005829]; dendritic spine [GO:0043197]; early endosome membrane [GO:0031901]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perikaryon [GO:0043204]; postsynaptic density membrane [GO:0098839]; recycling endosome membrane [GO:0055038]
Q9C0C4	Q9C0C4	reviewed	SEM4C_HUMAN	Semaphorin-4C	SEMA4C KIAA1739 SEMAI UNQ5855/PRO34487	Homo sapiens (Human)	SUBCELLULAR LOCATION: Postsynaptic density membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}. Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane {ECO:0000250}; Single-pass type I membrane protein {ECO:0000250}.	extracellular space [GO:0005615]; plasma membrane [GO:0005886]; postsynaptic density [GO:0014069]; postsynaptic density membrane [GO:0098839]; synaptic vesicle membrane [GO:0030672]
Q9H156	Q9H156	reviewed	SLIK2_HUMAN	SLIT and NTRK-like protein 2	SLITRK2 CXorf2 KIAA1854 SLITL1 UNQ9197/PRO34756	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type I membrane protein {ECO:0000305}. Cell membrane {ECO:0000269|PubMed:27812321}.	GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; plasma membrane [GO:0005886]
Q9NX58	Q9NX58	reviewed	LYAR_HUMAN	Cell growth-regulating nucleolar protein	LYAR PNAS-5	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:25092918, ECO:0000269|PubMed:31413131}. Nucleus, nucleolus {ECO:0000269|PubMed:12429849, ECO:0000269|PubMed:24495227}. Cytoplasm {ECO:0000269|PubMed:24990247}. Cell projection, cilium, photoreceptor outer segment {ECO:0000250|UniProtKB:Q08288}. Note=Component of pre-ribosomal particles, including pre-40S, pre-60S and pre-90S (PubMed:24495227). Associated with cytoplasmic ribosomes, but not polysomes, as a component of the 60S subunit (PubMed:24990247). In the retina, predominantly expressed in photoreceptor outer segments (By similarity). In the nucleolus, colocalizes with nucleolin/NCL, therefore may reside in the dense fibrillar component (DFC) (By similarity). {ECO:0000250|UniProtKB:Q08288, ECO:0000269|PubMed:24495227, ECO:0000269|PubMed:24990247}.	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; photoreceptor outer segment [GO:0001750]
Q9P0V8	Q9P0V8	reviewed	SLAF8_HUMAN	SLAM family member 8 (B-lymphocyte activator macrophage expressed) (BCM-like membrane protein) (CD antigen CD353)	SLAMF8 BLAME	Homo sapiens (Human)	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; membrane [GO:0016020]
Q9UBM4	Q9UBM4	reviewed	OPT_HUMAN	Opticin (Oculoglycan)	OPTC OPT	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:18164633}.	extracellular matrix [GO:0031012]; extracellular region [GO:0005576]
Q9UK85	Q9UK85	reviewed	DKKL1_HUMAN	Dickkopf-like protein 1 (Cancer/testis antigen 34) (CT34) (Protein soggy-1) (SGY-1)	DKKL1 SGY1 UNQ735/PRO1429	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000250|UniProtKB:Q9QZL9}. Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000250|UniProtKB:Q9QZL9}. Note=Localized specifically to the crescent shaped acrosome at the apex of the sperm head. {ECO:0000250|UniProtKB:Q9QZL9}.	acrosomal vesicle [GO:0001669]; extracellular space [GO:0005615]
Q9UKR0	Q9UKR0	reviewed	KLK12_HUMAN	Kallikrein-12 (EC 3.4.21.-) (Kallikrein-like protein 5) (KLK-L5)	KLK12 KLKL5 UNQ669/PRO1303	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]; secretory granule [GO:0030141]
Q9Y662	Q9Y662	reviewed	HS3SB_HUMAN	Heparan sulfate glucosamine 3-O-sulfotransferase 3B1 (EC 2.8.2.30) (Heparan sulfate D-glucosaminyl 3-O-sulfotransferase 3B1) (3-OST-3B) (Heparan sulfate 3-O-sulfotransferase 3B1) (h3-OST-3B)	HS3ST3B1 3OST3B1 HS3ST3B	Homo sapiens (Human)	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.	Golgi membrane [GO:0000139]; plasma membrane [GO:0005886]
Q9Y6A5	Q9Y6A5	reviewed	TACC3_HUMAN	Transforming acidic coiled-coil-containing protein 3 (ERIC-1)	TACC3 ERIC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:17545617}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17545617, ECO:0000269|PubMed:21297582, ECO:0000269|PubMed:23918938}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000250|UniProtKB:Q9PTG8}. Note=In complex with CKAP5 localized to microtubule plus-ends in mitosis and interphase. In complex with CKAP5 and clathrin localized to inter-microtubule bridges in mitotic spindles. {ECO:0000269|PubMed:25596274}.	centriolar satellite [GO:0034451]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; intracellular membrane-bounded organelle [GO:0043231]; mitotic spindle [GO:0072686]; spindle pole [GO:0000922]
P02760	P02760	reviewed	AMBP_HUMAN	Protein AMBP (Protein HC) [Cleaved into: Alpha-1-microglobulin (EC 1.6.2.-) (Alpha-1 microglycoprotein) (Complex-forming glycoprotein heterogeneous in charge); Inter-alpha-trypsin inhibitor light chain (ITI-LC) (Bikunin) (EDC1) (HI-30) (Uronic-acid-rich protein); Trypstatin]	AMBP HCP ITIL	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Alpha-1-microglobulin]: Secreted {ECO:0000269|PubMed:11877257, ECO:0000269|PubMed:32092412}. Endoplasmic reticulum {ECO:0000269|PubMed:22096585}. Cytoplasm, cytosol {ECO:0000269|PubMed:32092412}. Cell membrane {ECO:0000269|PubMed:22096585, ECO:0000269|PubMed:32092412}; Peripheral membrane protein {ECO:0000305|PubMed:22096585, ECO:0000305|PubMed:32092412}. Nucleus membrane {ECO:0000269|PubMed:22096585}; Peripheral membrane protein {ECO:0000305|PubMed:22096585}. Mitochondrion inner membrane {ECO:0000305|PubMed:23157686}; Peripheral membrane protein {ECO:0000305|PubMed:23157686}. Secreted, extracellular space, extracellular matrix {ECO:0000269|PubMed:22096585}. Note=The cellular uptake occurs via a non-endocytotic pathway and allows for localization to various membrane structures. A specific binding to plasma membrane suggests the presence of a cell receptor, yet to be identified. Directly binds collagen fibers type I. {ECO:0000269|PubMed:22096585}.	blood microparticle [GO:0072562]; cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; extrinsic component of mitochondrial inner membrane [GO:0031314]; mitochondrial inner membrane [GO:0005743]; nuclear membrane [GO:0031965]; plasma membrane [GO:0005886]
P13726	P13726	reviewed	TF_HUMAN	Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142)	F3	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 1]: Membrane {ECO:0000269|PubMed:12652293}; Single-pass type I membrane protein {ECO:0000269|PubMed:12652293}.; SUBCELLULAR LOCATION: [Isoform 2]: Secreted {ECO:0000269|PubMed:12652293}.	cell surface [GO:0009986]; collagen-containing extracellular matrix [GO:0062023]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; membrane [GO:0016020]; plasma membrane [GO:0005886]; serine-type endopeptidase complex [GO:1905370]; serine-type peptidase complex [GO:1905286]
P31994	P31994	reviewed	FCG2B_HUMAN	Low affinity immunoglobulin gamma Fc region receptor II-b (IgG Fc receptor II-b) (CDw32) (Fc-gamma RII-b) (Fc-gamma-RIIb) (FcRII-b) (CD antigen CD32)	FCGR2B CD32 FCG2 IGFR2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	cell body [GO:0044297]; dendritic spine [GO:0043197]; external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]
P35318	P35318	reviewed	ADML_HUMAN	Pro-adrenomedullin [Cleaved into: Adrenomedullin (AM); Proadrenomedullin N-20 terminal peptide (ProAM N-terminal 20 peptide) (PAMP) (ProAM-N20)]	ADM AM	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	cytoplasm [GO:0005737]; extracellular region [GO:0005576]; extracellular space [GO:0005615]
P35475	P35475	reviewed	IDUA_HUMAN	Alpha-L-iduronidase (EC 3.2.1.76)	IDUA	Homo sapiens (Human)	SUBCELLULAR LOCATION: Lysosome {ECO:0000305}.	coated vesicle [GO:0030135]; extracellular exosome [GO:0070062]; lysosomal lumen [GO:0043202]
P39900	P39900	reviewed	MMP12_HUMAN	Macrophage metalloelastase (MME) (EC 3.4.24.65) (Macrophage elastase) (ME) (hME) (Matrix metalloproteinase-12) (MMP-12)	MMP12 HME	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted, extracellular space, extracellular matrix {ECO:0000305}.	cytoplasm [GO:0005737]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]
P47992	P47992	reviewed	XCL1_HUMAN	Lymphotactin (ATAC) (C motif chemokine 1) (Cytokine SCM-1) (Lymphotaxin) (SCM-1-alpha) (Small-inducible cytokine C1) (XC chemokine ligand 1)	XCL1 LTN SCYC1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular region [GO:0005576]; extracellular space [GO:0005615]
Q96D42	Q96D42	reviewed	HAVR1_HUMAN	Hepatitis A virus cellular receptor 1 (HAVcr-1) (Kidney injury molecule 1) (KIM-1) (T-cell immunoglobulin and mucin domain-containing protein 1) (TIMD-1) (T-cell immunoglobulin mucin receptor 1) (TIM) (TIM-1) (T-cell membrane protein 1) (CD antigen CD365)	HAVCR1 KIM1 TIM1 TIMD1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:29742433}; Single-pass type I membrane protein {ECO:0000305}.	cell surface [GO:0009986]; motile cilium [GO:0031514]; plasma membrane [GO:0005886]
Q99075	Q99075	reviewed	HBEGF_HUMAN	Proheparin-binding EGF-like growth factor [Cleaved into: Heparin-binding EGF-like growth factor (HB-EGF) (HBEGF) (Diphtheria toxin receptor) (DT-R)]	HBEGF DTR DTS HEGFL	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Heparin-binding EGF-like growth factor]: Secreted, extracellular space. Note=Mature HB-EGF is released into the extracellular space and probably binds to a receptor.; SUBCELLULAR LOCATION: [Proheparin-binding EGF-like growth factor]: Cell membrane; Single-pass type I membrane protein.	cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; endocytic vesicle membrane [GO:0030666]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; plasma membrane [GO:0005886]
Q9BQ51	Q9BQ51	reviewed	PD1L2_HUMAN	Programmed cell death 1 ligand 2 (PD-1 ligand 2) (PD-L2) (PDCD1 ligand 2) (Programmed death ligand 2) (Butyrophilin B7-DC) (B7-DC) (CD antigen CD273)	PDCD1LG2 B7DC CD273 PDCD1L2 PDL2	Homo sapiens (Human)	SUBCELLULAR LOCATION: [Isoform 3]: Secreted {ECO:0000305|PubMed:15253154}.; SUBCELLULAR LOCATION: [Isoform 2]: Endomembrane system {ECO:0000269|PubMed:15253154}; Single-pass type I membrane protein {ECO:0000255}.; SUBCELLULAR LOCATION: [Isoform 1]: Cell membrane {ECO:0000269|PubMed:15253154}; Single-pass type I membrane protein {ECO:0000250|UniProtKB:Q9WUL5, ECO:0000305|PubMed:15340161}.	endomembrane system [GO:0012505]; external side of plasma membrane [GO:0009897]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]
Q9UJM8	Q9UJM8	reviewed	HAOX1_HUMAN	2-Hydroxyacid oxidase 1 (HAOX1) (EC 1.1.3.15) (Glycolate oxidase) (GO) (GOX) (Glyoxylate oxidase) (EC 1.2.3.5)	HAO1 GOX1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Peroxisome matrix {ECO:0000269|PubMed:10777549}.	cytosol [GO:0005829]; peroxisomal matrix [GO:0005782]; peroxisome [GO:0005777]
P06127	P06127	reviewed	CD5_HUMAN	T-cell surface glycoprotein CD5 (Lymphocyte antigen T1/Leu-1) (CD antigen CD5)	CD5 LEU1	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cell membrane; Single-pass type I membrane protein.	external side of plasma membrane [GO:0009897]; plasma membrane [GO:0005886]
P80075	P80075	reviewed	CCL8_HUMAN	C-C motif chemokine 8 (HC14) (Monocyte chemoattractant protein 2) (Monocyte chemotactic protein 2) (MCP-2) (Small-inducible cytokine A8) [Cleaved into: MCP-2(6-76)]	CCL8 MCP2 SCYA10 SCYA8	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted.	extracellular space [GO:0005615]
P80511	P80511	reviewed	S10AC_HUMAN	Protein S100-A12 (CGRP) (Calcium-binding protein in amniotic fluid 1) (CAAF1) (Calgranulin-C) (CAGC) (Extracellular newly identified RAGE-binding protein) (EN-RAGE) (Migration inhibitory factor-related protein 6) (MRP-6) (p6) (Neutrophil S100 protein) (S100 calcium-binding protein A12) [Cleaved into: Calcitermin]	S100A12	Homo sapiens (Human)	SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:22811950}. Cytoplasm {ECO:0000269|PubMed:22811950}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:22811950}. Cell membrane {ECO:0000269|PubMed:22811950}; Peripheral membrane protein {ECO:0000269|PubMed:22811950}. Note=Predominantly localized in the cytoplasm. Upon elevation of the intracellular calcium level, translocated from the cytoplasm to the cytoskeleton and the cell membrane. Upon neutrophil activation is secreted via a microtubule-mediated, alternative pathway.	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; secretory granule lumen [GO:0034774]
Q14790	Q14790	reviewed	CASP8_HUMAN	Caspase-8 (CASP-8) (EC 3.4.22.61) (Apoptotic cysteine protease) (Apoptotic protease Mch-5) (CAP4) (FADD-homologous ICE/ced-3-like protease) (FADD-like ICE) (FLICE) (ICE-like apoptotic protease 5) (MORT1-associated ced-3 homolog) (MACH) [Cleaved into: Caspase-8 subunit p18; Caspase-8 subunit p10]	CASP8 MCH5	Homo sapiens (Human)	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9JHX4}. Nucleus {ECO:0000250|UniProtKB:Q9JHX4}.	caspase complex [GO:0008303]; CD95 death-inducing signaling complex [GO:0031265]; cell body [GO:0044297]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; death-inducing signaling complex [GO:0031264]; membrane raft [GO:0045121]; mitochondrial outer membrane [GO:0005741]; mitochondrion [GO:0005739]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; protein-containing complex [GO:0032991]; ripoptosome [GO:0097342]
Q8IXJ6	Q8IXJ6	reviewed	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:12697818, ECO:0000269|PubMed:16079181, ECO:0000269|PubMed:16648462, ECO:0000269|PubMed:17726514, ECO:0000269|PubMed:20543840, ECO:0000269|PubMed:23908241, ECO:0000269|PubMed:24177535}. Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q8VDQ8}. Cytoplasm {ECO:0000269|PubMed:12697818, ECO:0000269|PubMed:16079181, ECO:0000269|PubMed:16648462, ECO:0000269|PubMed:17726514, ECO:0000269|PubMed:20543840, ECO:0000269|PubMed:23908241, ECO:0000269|PubMed:24681946}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:12620231}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000269|PubMed:17488717, ECO:0000269|PubMed:17726514}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000269|PubMed:17726514}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:17488717}. Midbody {ECO:0000269|PubMed:17726514}. Chromosome {ECO:0000269|PubMed:16648462, ECO:0000269|PubMed:23468428}. Perikaryon {ECO:0000250|UniProtKB:Q8VDQ8}. Cell projection {ECO:0000250|UniProtKB:Q8VDQ8}. Cell projection, growth cone {ECO:0000250|UniProtKB:Q8VDQ8}. Myelin membrane {ECO:0000250|UniProtKB:Q8VDQ8}. Note=Localizes in the cytoplasm during most of the cell cycle except in the G2/M transition and during mitosis, where it is localized in association with chromatin and induces deacetylation of histone at 'Lys-16' (H4K16ac) (PubMed:17726514, PubMed:23468428). Colocalizes with KMT5A at mitotic foci (PubMed:23468428). Colocalizes with CDK1 at centrosome during prophase and splindle fibers during metaphase (PubMed:17488717). Colocalizes with Aurora kinase AURKA at centrosome during early prophase and in the centrioles and growing mitotic spindle throughout metaphase (PubMed:17488717). Colocalizes with Aurora kinase AURKB during cytokinesis with the midbody (PubMed:17488717). Colocalizes with microtubules (PubMed:12620231). Detected in perinuclear foci that may be aggresomes containing misfolded, ubiquitinated proteins (By similarity). Shuttles between the cytoplasm and the nucleus through the CRM1 export pathway (PubMed:17726514). Colocalizes with EP300 in the nucleus (PubMed:24177535). Translocates to the nucleus and chromatin upon bacterium Listeria monocytogenes infection in interphase cells (PubMed:23908241). Deacetylates FOXO3 in the cytoplasm (By similarity). Colocalizes with PLP1 in internodal regions, at paranodal axoglial junction and Schmidt-Lanterman incisures of myelin sheat (By similarity). Colocalizes with CDK5R1 in the perikaryon, neurites and growth cone of hippocampal neurons (By similarity). Colocalizes with alpha-tubulin in neuronal growth cone (By similarity). Localizes in the cytoplasm and nucleus of germinal vesicle (GV) stage oocytes (By similarity). Colocalizes with alpha-tubulin on the meiotic spindle as the oocytes enter into metaphase, and also during meiotic anaphase and telophase, especially with the midbody (By similarity). Colocalizes with PARD3 in internodal region of axons (By similarity). Colocalizes with acetylated alpha-tubulin in cell projection processes during primary oligodendrocyte precursor (OLP) differentiation (By similarity). {ECO:0000250|UniProtKB:Q8VDQ8, ECO:0000269|PubMed:12620231, ECO:0000269|PubMed:17488717, ECO:0000269|PubMed:17726514, ECO:0000269|PubMed:23468428, ECO:0000269|PubMed:23908241, ECO:0000269|PubMed:24177535}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:24177535}. Nucleus {ECO:0000269|PubMed:24177535}. Note=Predominantly localized in the cytoplasmic. {ECO:0000269|PubMed:24177535}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000269|PubMed:24177535}. Nucleus {ECO:0000269|PubMed:24177535}. Note=Predominantly localized in the cytoplasmic. {ECO:0000269|PubMed:24177535}.; SUBCELLULAR LOCATION: [Isoform 5]: Cytoplasm {ECO:0000269|PubMed:24177535}. Nucleus {ECO:0000269|PubMed:24177535}. Note=Predominantly localized in the nucleus. {ECO:0000269|PubMed:24177535}.	centriole [GO:0005814]; centrosome [GO:0005813]; chromatin silencing complex [GO:0005677]; chromosome [GO:0005694]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; glial cell projection [GO:0097386]; growth cone [GO:0030426]; heterochromatin [GO:0000792]; juxtaparanode region of axon [GO:0044224]; lateral loop [GO:0043219]; meiotic spindle [GO:0072687]; microtubule [GO:0005874]; midbody [GO:0030496]; mitochondrion [GO:0005739]; mitotic spindle [GO:0072686]; myelin sheath [GO:0043209]; nucleolus [GO:0005730]; nucleus [GO:0005634]; paranodal junction [GO:0033010]; paranode region of axon [GO:0033270]; perikaryon [GO:0043204]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; Schmidt-Lanterman incisure [GO:0043220]; spindle [GO:0005819]
